Function,Generated,Ground Truth
"public <W extends Window> WindowReader<W> window(TypeSerializer<W> windowSerializer) {
    Preconditions.checkNotNull(windowSerializer, ""The window serializer must not be null"");
    return new WindowReader<>(env, metadata, stateBackend, windowSerializer);
}",0 window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window window,read window state from an operator in a savepoint
"public void testPointwiseConnectionSequence() throws Exception {
        
    testConnections(3, 5, new int[][] {{0}, {0}, {1}, {1}, {2}});
    testConnections(3, 10, new int[][] {{0}, {0}, {0}, {0}, {1}, {1}, {1}, {2}, {2}, {2}});
    testConnections(4, 6, new int[][] {{0}, {0}, {1}, {2}, {2}, {3}});
    testConnections(6, 10, new int[][] {{0}, {0}, {1}, {1}, {2}, {3}, {3}, {4}, {4}, {5}});

        
    testConnections(5, 3, new int[][] {{0}, {1, 2}, {3, 4}});
    testConnections(10, 3, new int[][] {{0, 1, 2}, {3, 4, 5}, {6, 7, 8, 9}});
    testConnections(6, 4, new int[][] {{0}, {1, 2}, {3}, {4, 5}});
    testConnections(10, 6, new int[][] {{0}, {1, 2}, {3, 4}, {5}, {6, 7}, {8, 9}});
}",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,verify the connection sequences for pointwise edges is correct and make sure the descendant logic of building pointwise edges follows the initial logic
"private void testConnections(
        int sourceParallelism, int targetParallelism, int[][] expectedConsumedPartitionNumber)
        throws Exception {

    ExecutionJobVertex target =
            setUpExecutionGraphAndGetDownstreamVertex(sourceParallelism, targetParallelism);

    for (int vertexIndex = 0; vertexIndex < target.getTaskVertices().length; vertexIndex++) {

        ExecutionVertex ev = target.getTaskVertices()[vertexIndex];
        ConsumedPartitionGroup consumedPartitionGroup = ev.getConsumedPartitionGroup(0);

        assertEquals(
                expectedConsumedPartitionNumber[vertexIndex].length,
                consumedPartitionGroup.size());

        int partitionIndex = 0;
        for (IntermediateResultPartitionID partitionId : consumedPartitionGroup) {
            assertEquals(
                    expectedConsumedPartitionNumber[vertexIndex][partitionIndex++],
                    partitionId.getPartitionNumber());
        }
    }
}",0 tests ran,verify the connections between upstream result partitions and downstream vertices
"public static Configuration getKafkaSourceConfiguration(KafkaSource<?> kafkaSource) {
    return kafkaSource.getConfiguration();
}",1. below java function returns the configuration of a kafka source,get configuration of kafka source
"public static Executor withContextClassLoader(
        Executor executor, ClassLoader contextClassLoader) {
    return new ContextClassLoaderSettingExecutor(executor, contextClassLoader);
}",0 tests the context class loader,wraps the given executor such that all submitted are runnables are run in a temporary class loader context based on the given classloader
"public String getHost() {
    return host;
}",0,the host to use for connections
"public void setResources(ResourceSpec minResources, ResourceSpec preferredResources) {
    OperatorValidationUtils.validateMinAndPreferredResources(minResources, preferredResources);
    this.minResources = checkNotNull(minResources);
    this.preferredResources = checkNotNull(preferredResources);
}",0 tests to run,sets the minimum and preferred resources for this stream transformation
"public static Throwable stripException(
        Throwable throwableToStrip, Class<? extends Throwable> typeToStrip) {
    while (typeToStrip.isAssignableFrom(throwableToStrip.getClass())
            && throwableToStrip.getCause() != null) {
        throwableToStrip = throwableToStrip.getCause();
    }

    return throwableToStrip;
}",0,unpacks an specified exception and returns its cause
"public static <T, E extends Throwable> CompletableFuture<T> handleException(
        CompletableFuture<? extends T> completableFuture,
        Class<E> exceptionClass,
        Function<? super E, ? extends T> exceptionHandler) {
    final CompletableFuture<T> handledFuture = new CompletableFuture<>();
    checkNotNull(completableFuture)
            .whenComplete(
                    (result, throwable) -> {
                        if (throwable == null) {
                            handledFuture.complete(result);
                        } else if (exceptionClass.isAssignableFrom(throwable.getClass())) {
                            final E exception = exceptionClass.cast(throwable);
                            try {
                                handledFuture.complete(exceptionHandler.apply(exception));
                            } catch (Throwable t) {
                                handledFuture.completeExceptionally(t);
                            }
                        } else {
                            handledFuture.completeExceptionally(throwable);
                        }
                    });
    return handledFuture;
}",0 checks if the given exception is assignable from the given exception class,checks that the given completable future is not completed exceptionally with the specified class
"public void runCommitOffsetsToKafka() throws Exception {
        
        
    final int parallelism = 3;
    final int recordsInEachPartition = 50;

    final String topicName =
            writeSequence(
                    ""testCommitOffsetsToKafkaTopic"", recordsInEachPartition, parallelism, 1);

    final StreamExecutionEnvironment env = StreamExecutionEnvironment.getExecutionEnvironment();
    env.getConfig().setRestartStrategy(RestartStrategies.noRestart());
    env.setParallelism(parallelism);
    env.enableCheckpointing(200);

    DataStream<String> stream =
            getStream(env, topicName, new SimpleStringSchema(), standardProps);
    stream.addSink(new DiscardingSink<String>());

    final AtomicReference<Throwable> errorRef = new AtomicReference<>();
    final Thread runner =
            new Thread(""runner"") {
                @Override
                public void run() {
                    try {
                        env.execute();
                    } catch (Throwable t) {
                        if (!(t instanceof JobCancellationException)) {
                            errorRef.set(t);
                        }
                    }
                }
            };
    runner.start();

    final Long l50 = 50L; 
    final long deadline = 30_000_000_000L + System.nanoTime();

    KafkaTestEnvironment.KafkaOffsetHandler kafkaOffsetHandler =
            kafkaServer.createOffsetHandler();

    do {
        Long o1 = kafkaOffsetHandler.getCommittedOffset(topicName, 0);
        Long o2 = kafkaOffsetHandler.getCommittedOffset(topicName, 1);
        Long o3 = kafkaOffsetHandler.getCommittedOffset(topicName, 2);

        if (l50.equals(o1) && l50.equals(o2) && l50.equals(o3)) {
            break;
        }

        Thread.sleep(100);
    } while (System.nanoTime() < deadline);

        
    client.cancel(Iterables.getOnlyElement(getRunningJobs(client))).get();
    runner.join();

    final Throwable t = errorRef.get();
    if (t != null) {
        throw new RuntimeException(""Job failed with an exception"", t);
    }

        
    Long o1 = kafkaOffsetHandler.getCommittedOffset(topicName, 0);
    Long o2 = kafkaOffsetHandler.getCommittedOffset(topicName, 1);
    Long o3 = kafkaOffsetHandler.getCommittedOffset(topicName, 2);
    Assert.assertEquals(Long.valueOf(50L), o1);
    Assert.assertEquals(Long.valueOf(50L), o2);
    Assert.assertEquals(Long.valueOf(50L), o3);

    kafkaOffsetHandler.close();
    deleteTestTopic(topicName);
}", verify that the offsets are committed,ensures that the committed offsets to kafka are the offsets of the next record to process
