Function,Generated,Ground Truth
"def load_sparse_dataset(name, normalize=True, transfer=False, randomize_valid=False, randomize_test=False): 
    assert (name in ['harry', 'terry', 'ule']) 
   common = os.path.join(preprocess('${PYLEARN2_DATA_PATH}'), 'UTLC', 'sparse', (name + '_')) 
   (trname, vname, tename) = [((common + subset) + '.npy') for subset in ['train', 'valid', 'test']] 
   train = load_sparse(trname) 
   valid = load_sparse(vname) 
   test = load_sparse(tename) 
   if randomize_valid: 
      rng = make_np_rng(None, [1, 2, 3, 4], which_method='permutation') 
      perm = rng.permutation(valid.shape[0]) 
      valid = valid[perm] 
   if randomize_test: 
      rng = make_np_rng(None, [1, 2, 3, 4], which_method='permutation') 
      perm = rng.permutation(test.shape[0]) 
      test = test[perm] 
   if normalize: 
      if (name == 'ule'): 
         train = (train.astype(theano.config.floatX) / 255) 
         valid = (valid.astype(theano.config.floatX) / 255) 
         test = (test.astype(theano.config.floatX) / 255) 
      elif (name == 'harry'): 
         train = train.astype(theano.config.floatX) 
         valid = valid.astype(theano.config.floatX) 
         test = test.astype(theano.config.floatX) 
         std = 0.6933604603392579 
         train = (train / std) 
         valid = (valid / std) 
         test = (test / std) 
      elif (name == 'terry'): 
         train = train.astype(theano.config.floatX) 
         valid = valid.astype(theano.config.floatX) 
         test = test.astype(theano.config.floatX) 
         train = (train / 300) 
         valid = (valid / 300) 
         test = (test / 300) 
      else: 
         raise Exception(""This   dataset   don't   have   its   normalization   defined"") 
   if transfer: 
      fname = os.path.join(preprocess('${PYLEARN2_DATA_PATH}'), 'UTLC', 'filetensor', (name + '_transfer.ft')) 
      transfer = load_filetensor(fname) 
      return (train, valid, test, transfer) 
   else: 
      return (train, valid, test)"," 'Load a sparse dataset from the UTLC dataset. 
 Parameters 
 name : str 
 Name of the dataset. 
 normalize : bool, optional 
 Whether to normalize the dataset. 
 transfer : bool, optional 
 Whether to load a transfer matrix. 
 randomize_valid : bool, optional 
 Whether to randomly permute the validation set. 
 randomize_test : bool, optional 
 Whether to randomly permute the test set. 
 Returns 
 (train, valid, test) : numpy arrays 
 The train, validation and test sets. 
 Notes 
 The UTLC dataset is a dataset of handwritten digits, which is used in 
 [1]_. 
 References 
 .. [1] http://www.cs.cmu.edu/~rbf/papers/utlc.pdf'","'Load the train,valid,test data for the dataset `name` and return it in 
 sparse format. 
 We suppose the data was created with ift6266h11/pretraitement/to_npy.py 
 that shuffle the train. So the train should already be shuffled. 
 name : \'avicenna\', \'harry\', \'rita\', \'sylvester\' or \'ule\' 
 Which dataset to load 
 normalize : bool 
 If True, we normalize the train dataset before returning it 
 transfer : 
 If True also return the transfer label 
 randomize_valid : bool 
 Do we randomize the order of the valid set?  We always use the same 
 random order If False, return in the same order as downloaded on the 
 web 
 randomize_test : bool 
 Do we randomize the order of the test set?  We always use the same 
 random order If False, return in the same order as downloaded on the 
 web 
 Returns 
 train, valid, test : ndarrays 
 Datasets returned if transfer = False 
 train, valid, test, transfer : ndarrays 
 Datasets returned if transfer = False'"
"def libvlc_video_get_spu_description(p_mi): 
    f = (_Cfunctions.get('libvlc_video_get_spu_description', None) or _Cfunction('libvlc_video_get_spu_description', ((1,),), None, ctypes.POINTER(TrackDescription), MediaPlayer)) 
   return f(p_mi)"," 'Get a description of the SPU track. 
 @param p_mi: the Media Player. 
 @return: the description of the SPU track, or None if not available.'","'Get the description of available video subtitles. 
 @param p_mi: the media player. 
 @return: list containing description of available video subtitles. It must be freed with L{libvlc_track_description_list_release}().'"
"def sum_parts(data): 
    arr = np.asarray(data, dtype=np.float32) 
   out = cuda.device_array(1, dtype=np.float32) 
   gpu_single_block_sum[(1, gpu_block_sum_max_blockdim)](arr, out) 
   return out.copy_to_host()[0]"," 'Sum the parts of a 1D array on the GPU. 
 Parameters 
 data : 1D array 
 The data to sum. 
 Returns 
 out : 1D array 
 The sum of the parts of the input array. 
 Notes 
 This function is used to sum the parts of a 1D array. 
 Examples 
 >>> import numpy as np 
 >>> import cupy as cp 
 >>> import cupyx.cuda.gpuarray as gpuarray 
 >>> data = np.array([1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]) 
 >>> cp.sum_parts(data) 
 array([ 124.,  124.,  124.,  124.,  124.,  124.,  124.,  124.,  124.,  124",'Driver for ``gpu_single_block_sum`` kernel'
"def test_contains_one_of(): 
    assert hug.validate.contains_one_of('no', 'way')(TEST_SCHEMA) 
   assert (not hug.validate.contains_one_of('last', 'place')(TEST_SCHEMA))", 'Test contains_one_of.','Test to ensure hug\'s contains_one_of validation function works as expected to ensure presence of a field'
"def getTransferClosestNestedRing(extrusionHalfWidth, nestedRings, oldOrderedLocation, skein, threadSequence): 
    if (len(nestedRings) > 0): 
      oldOrderedLocation.z = nestedRings[0].z 
   closestDistance = 9.876543219876543e+17 
   closestNestedRing = None 
   for remainingNestedRing in nestedRings: 
      distance = getClosestDistanceIndexToLine(oldOrderedLocation.dropAxis(), remainingNestedRing.boundary).distance 
      if (distance < closestDistance): 
         closestDistance = distance 
         closestNestedRing = remainingNestedRing 
   nestedRings.remove(closestNestedRing) 
   closestNestedRing.addToThreads(extrusionHalfWidth, oldOrderedLocation, skein, threadSequence) 
   return closestNestedRing"," 'Returns the closest nested ring to the oldOrderedLocation. 
 If there are no nested rings, this function returns None. 
 If there are multiple nested rings, this function returns the closest nested ring. 
 If the closest nested ring is already in the skein, it is not added to the skein. 
 If the closest nested ring is not already in the skein, it is added to the skein. 
 If the closest nested ring is not in the skein, it is added to the skein. 
 If the closest nested ring is in the skein, it is not added to the skein. 
 :param extrusionHalfWidth: The half width of the extrusion. 
 :param nestedRings: The list of nested rings. 
 :param oldOrderedLocation: The old ordered location. 
 :param skein: The skein. 
 :param threadSequence: The thread sequence. 
 :return: The closest nested ring to the oldOrderedLocation, or None if there are no nested rings.'",'Get and transfer the closest remaining nested ring.'
"def org_organisation_requires(required=False, realms=None, updateable=False): 
    requires = IS_ONE_OF(current.db, 'org_organisation.id', org_OrganisationRepresent(), realms=realms, updateable=updateable, orderby='org_organisation.name', sort=True) 
   if (not required): 
      requires = IS_EMPTY_OR(requires) 
   return requires"," 'Require an Org to be selected. 
 :param required: If True, the field must be selected, otherwise it can be left blank. 
 :param realms: A list of realm names, if None then all realms are allowed. 
 :param updateable: If True then the field is only required when updating. 
 :returns: A validator for the field.'","'@param required: Whether the selection is optional or mandatory 
 @param realms: Whether the list should be filtered to just those 
 belonging to a list of realm entities 
 @param updateable: Whether the list should be filtered to just those 
 which the user has Write access to 
 @ToDo: Option to remove Branches 
 @ToDo: Option to only include Branches'"
"def get_id(sensorid, feedtag, feedname, feedid, feeduserid): 
    return 'emoncms{}_{}_{}_{}_{}'.format(sensorid, feedtag, feedname, feedid, feeduserid)"," 'Returns a unique id for the sensor, feed, feed name and feed id. 
 :param sensorid: the sensor id 
 :param feedtag: the feed tag 
 :param feedname: the feed name 
 :param feedid: the feed id 
 :param feeduserid: the feed user id 
 :return: a unique id'",'Return unique identifier for feed / sensor.'
"def set_network(ip, netmask, gateway): 
    return __execute_cmd('setniccfg   -s   {0}   {1}   {2}'.format(ip, netmask, gateway))"," 'Set the network configuration of the system. 
 :param ip: IP address of the system 
 :param netmask: Netmask of the system 
 :param gateway: Gateway of the system'","'Configure Network 
 CLI Example: 
 .. code-block:: bash 
 salt dell drac.set_network [DRAC IP] [NETMASK] [GATEWAY] 
 salt dell drac.set_network 192.168.0.2 255.255.255.0 192.168.0.1'"
"def pickle(obj, fname, protocol=2): 
    with smart_open(fname, 'wb') as fout: 
      _pickle.dump(obj, fout, protocol=protocol)"," 'Pickle an object to a file. 
 Parameters 
 obj : object 
 The object to pickle. 
 fname : str 
 The name of the file to pickle to. 
 protocol : int 
 The pickle protocol to use. 
 See Also 
 pickle'","'Pickle object `obj` to file `fname`. 
 `protocol` defaults to 2 so pickled objects are compatible across 
 Python 2.x and 3.x.'"
"def split_file_dummy(changed_file): 
    return (None, changed_file)", 'This is a dummy function to satisfy the split_file function signature.',"'Split the repository-relative filename into a tuple of (branchname, 
 branch_relative_filename). If you have no branches, this should just 
 return (None, changed_file).'"
"def _merge_entries(path, tree1, tree2): 
    entries1 = _tree_entries(path, tree1) 
   entries2 = _tree_entries(path, tree2) 
   i1 = i2 = 0 
   len1 = len(entries1) 
   len2 = len(entries2) 
   result = [] 
   while ((i1 < len1) and (i2 < len2)): 
      entry1 = entries1[i1] 
      entry2 = entries2[i2] 
      if (entry1.path < entry2.path): 
         result.append((entry1, _NULL_ENTRY)) 
         i1 += 1 
      elif (entry1.path > entry2.path): 
         result.append((_NULL_ENTRY, entry2)) 
         i2 += 1 
      else: 
         result.append((entry1, entry2)) 
         i1 += 1 
         i2 += 1 
   for i in range(i1, len1): 
      result.append((entries1[i], _NULL_ENTRY)) 
   for i in range(i2, len2): 
      result.append((_NULL_ENTRY, entries2[i])) 
   return result"," 'Merges two trees into one. 
 The trees are merged by merging entries from the first tree into 
 the second tree. 
 :param path: The path to the tree. 
 :param tree1: The first tree. 
 :param tree2: The second tree. 
 :returns: A list of tuples of entries. 
 :rtype: list(tuple(Entry, Entry))'","'Merge the entries of two trees. 
 :param path: A path to prepend to all tree entry names. 
 :param tree1: The first Tree object to iterate, or None. 
 :param tree2: The second Tree object to iterate, or None. 
 :return: A list of pairs of TreeEntry objects for each pair of entries in 
 the trees. If an entry exists in one tree but not the other, the other 
 entry will have all attributes set to None. If neither entry\'s path is 
 None, they are guaranteed to match.'"
"def register_onaccept(form): 
    req_vars = form.request_vars 
   position = req_vars.get('position', '') 
   reason = req_vars.get('reason', '') 
   db = current.db 
   table = db.auth_user 
   db((table.id == form.vars.id)).update(comments=('%s   |   %s' % (position, reason)))", 'Register the reason for a user being deleted.','Tasks to be performed after a new user registers'
"def gf_mul_ground(f, a, p, K): 
    if (not a): 
      return [] 
   else: 
      return [((a * b) % p) for b in f]"," 'Multiply ``f`` by ``a`` in ``GF(p)[x]``. 
 Examples 
 >>> from sympy.polys.galoistools import gf_mul_ground 
 >>> gf_mul_ground([1, 2, 3], 2, 5, QQ) 
 [2, 4, 6] 
 >>> gf_mul_ground([1, 2, 3], 1, 5, QQ) 
 [1, 2, 3] 
 >>> gf_mul_ground([1, 2, 3], 0, 5, QQ) 
 []'","'Compute ``f * a`` where ``f`` in ``GF(p)[x]`` and ``a`` in ``GF(p)``. 
 Examples 
 >>> from sympy.polys.domains import ZZ 
 >>> from sympy.polys.galoistools import gf_mul_ground 
 >>> gf_mul_ground([3, 2, 4], 2, 5, ZZ) 
 [1, 4, 3]'"
"def close_review_requests(payload, server_url): 
    review_request_id_to_commits_map = defaultdict(list) 
   branch_name = payload.get(u'repository_path') 
   if (not branch_name): 
      return review_request_id_to_commits_map 
   revisions = payload.get(u'revisions', []) 
   for revision in revisions: 
      revision_id = revision.get(u'revision') 
      if (len(revision_id) > 7): 
         revision_id = revision_id[:7] 
      commit_message = revision.get(u'message') 
      review_request_id = get_review_request_id(commit_message, server_url) 
      review_request_id_to_commits_map[review_request_id].append((u'%s   (%s)' % (branch_name, revision_id))) 
   return review_request_id_to_commits_map", 'Returns a dict of review request id to commits.','Closes all review requests for the Google Code repository.'
"def encoding(argument): 
    try: 
      codecs.lookup(argument) 
   except LookupError: 
      raise ValueError(('unknown   encoding:   ""%s""' % argument)) 
   return argument", 'Returns the encoding name of an argument.',"'Verfies the encoding argument by lookup. 
 (Directive option conversion function.) 
 Raises ValueError for unknown encodings.'"
"def setConfigOptions(**opts): 
    for (k, v) in opts.items(): 
      setConfigOption(k, v)"," 'Set configuration options for the current application. 
 :param opts: 
 :type opts: 
 :return: 
 :rtype:'","'Set global configuration options. 
 Each keyword argument sets one global option.'"
"def _getReportItem(itemName, results): 
    subKeys = itemName.split(':') 
   subResults = results 
   for subKey in subKeys: 
      subResults = subResults[subKey] 
   return subResults"," 'Get a report item from a results dictionary. 
 :param itemName: The name of the report item to get. 
 :param results: The results dictionary to get the item from. 
 :return: The report item. 
 :rtype: dict'","'Get a specific item by name out of the results dict. 
 The format of itemName is a string of dictionary keys separated by colons, 
 each key being one level deeper into the results dict. For example, 
 \'key1:key2\' would fetch results[\'key1\'][\'key2\']. 
 If itemName is not found in results, then None is returned'"
